,id,category
10587,DB18686,
10588,DB18687,
10589,DB18688,
10590,DB18689,
10591,DB18690,
10592,DB18692,
10593,DB18693,"Amino Acids, Peptides, and Proteins; Biological Factors; Peptides; Proteins; Thrombopoietin, antagonists & inhibitors"
10594,DB18694,
10595,DB18696,"Amino Acids, Peptides, and Proteins; Glycerophosphates; Glycerophospholipids; Lipids; Membrane Lipids; Membrane Proteins; Peptides; Phosphatidic Acids; Phospholipids; Proteins; Proteolipids; Pulmonary Surfactant-Associated Proteins"
10596,DB18703,
10597,DB18704,"Adjuvants, Immunologic; Antineoplastic and Immunomodulating Agents; Colony-Stimulating Factors; Granulocyte Colony-Stimulating Factors; Leukocyte Growth Factor"
10598,DB18710,
10599,DB18711,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
10600,DB09324,"Amides; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; beta-Lactamase Inhibitors; beta-Lactams; Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; OAT1/SLC22A6 Substrates; Sulfur Compounds"
10601,DB01088,"Agents Causing Muscle Toxicity; Antiplatelet agents; Autacoids; Biological Factors; Blood and Blood Forming Organs; Cardiovascular Agents; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Hematologic Agents; Hypotensive Agents; Inflammation Mediators; Lipids; OATP2B1/SLCO2B1 substrates; Platelet Aggregation Inhibitors Excl. Heparin; Prostacyclin Analogues; Prostaglandins; Prostaglandins, Synthetic; Vasodilating Agents"
10602,DB00008,"Adjuvants, Immunologic; Alcohols; Alfa Interferons; Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Antiviral Agents; Biological Factors; Cardiotoxic antineoplastic agents; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytokines; Drug Carriers; Ethylene Glycols; Glycols; Hepatotoxic Agents; Immunosuppressive Agents; Intercellular Signaling Peptides and Proteins; Interferon alpha; Interferon Type I; Interferons; Macromolecular Substances; Manufactured Materials; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Pegylated agents; Peptides; Polymers; Proteins; Treatments for Hepatitis C"
10603,DB00012,"Amino Acids, Peptides, and Proteins; Antianemic Preparations; Blood and Blood Forming Organs; Carbohydrates; Colony-Stimulating Factors; Erythropoiesis-Stimulating Agents; Glycoconjugates; Glycoproteins; Hematinics; Hematologic Agents; Hematopoietic Cell Growth Factors; Increased Erythroid Cell Production; Proteins"
10604,DB00014,"Adrenal Cortex Hormones; Amino Acids, Peptides, and Proteins; Antineoplastic Agents; Antineoplastic Agents, Hormonal; Antineoplastic and Immunomodulating Agents; Drugs that are Mainly Renally Excreted; Endocrine Therapy; Gonadotropin Releasing Hormone Receptor Agonist; Gonadotropin Releasing Hormone Receptor Agonists; Gonadotropin-releasing hormone agonist; Gonadotropins and Antigonadotropins; Hormones; Hormones and Related Agents; Hormones, Hormone Substitutes, and Hormone Antagonists; Hyperglycemia-Associated Agents; Hypothalamic Hormones; Miscellaneous Therapeutic Agents; Moderate Risk QTc-Prolonging Agents; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary Hormone-Releasing Hormones; QTc Prolonging Agents"
10605,DB00016,"Amino Acids, Peptides, and Proteins; Antianemic Preparations; Biological Factors; Blood and Blood Forming Organs; Carbohydrates; Colony-Stimulating Factors; Cytokines; Erythropoiesis-Stimulating Agents; Erythropoietin, genetics; Glycoconjugates; Glycoproteins; Hematinics; Hematologic Agents; Hematopoietic Cell Growth Factors; Increased Erythroid Cell Production; Intercellular Signaling Peptides and Proteins; Peptides; Proteins"
10606,DB00017,"Amino Acids, Peptides, and Proteins; Bone Density Conservation Agents; Bone Density, drug effects; Calcitonin Preparations; Calcium Homeostasis; Calcium-Regulating Hormones and Agents; Drugs that are Mainly Renally Excreted; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Nerve Tissue Proteins; Neuropeptides; Parathyroid and Antiparathyroid Agents; Parathyroid Hormones and Analogues; Peptide Hormones; Peptides; Proteins; Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins; Thyroid Products"
10607,DB00030,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Drugs Used in Diabetes; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Hypoglycemia-Associated Agents; Insulin; Insulin, metabolism; Insulin, Short-Acting; Insulins and Analogues for Injection, Fast-Acting; Pancreatic Hormones; Peptide Hormones; Peptides"
10608,DB00035,"Agents that produce hypertension; Amino Acids, Peptides, and Proteins; Antidiuretic Agents; Arginine Vasopressin; Cardiovascular Agents; Coagulants; Drugs that are Mainly Renally Excreted; Factor VIII Activator; Hematologic Agents; Hemostatics; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Increased Coagulation Factor VIII Activity; Increased Coagulation Factor VIII Concentration; Natriuretic Agents; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary; Pituitary and Hypothalamic Hormones and Analogues; Pituitary Hormones; Pituitary Hormones, Posterior; Posterior Pituitary Lobe Hormones; Proteins; Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins; Vasopressin Analog; Vasopressin and Analogues; Vasopressins"
10609,DB00059,"Alcohols; Amidohydrolases; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Asparaginase; Asparagine-specific Enzyme; Compounds used in a research, industrial, or household setting; Delayed-Action Preparations; Enzymes; Enzymes and Coenzymes; Ethylene Glycols; Glycols; Hydrolases; Immunosuppressive Agents; Macromolecular Substances; Manufactured Materials; Pegylated agents; Polymers; Thyroxine-binding globulin inhibitors"
10610,DB00060,"Adjuvants, Immunologic; Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antineoplastic and Immunomodulating Agents; Antiviral Agents; Biological Factors; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytokines; Immunologic Factors; Immunomodulatory Agents; Intercellular Signaling Peptides and Proteins; Interferon Type I; Interferon-beta; Interferons; Peptides; Proteins; Recombinant Human Interferon beta"
10611,DB00067,"Amino Acids, Peptides, and Proteins; Antidiuretic Agents; Arginine Vasopressin; Arginine Vasopressin, analogs & derivatives; Cardiovascular Agents; Coagulants; Decreased Diuresis; Hematologic Agents; Hemostatics; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Natriuretic Agents; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary; Pituitary Hormones; Pituitary Hormones, Posterior; Proteins; Vasoconstriction; Vasoconstrictor Agents; Vasopressin and Analogues; Vasopressins"
10612,DB00071,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Drugs Used in Diabetes; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Insulin; Insulin, Short-Acting; Insulins and Analogues for Injection, Fast-Acting; Pancreatic Hormones; Peptide Hormones; Peptides; Proteins"
10613,DB00085,"Alimentary Tract and Metabolism; Carboxylic Ester Hydrolases; Complex Mixtures; Digestives, Incl. Enzymes; Enzyme Preparations; Enzymes; Enzymes and Coenzymes; Esterases; Gastrointestinal Agents; Hydrolases; Lipase; Pancreatic Extracts; Tissue Extracts"
10614,DB00109,"Amino Acids, Peptides, and Proteins; Anti-HIV Agents; Anti-Infective Agents; Anti-Retroviral Agents; Antigens; Antigens, Viral; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Biological Factors; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2E1 Substrates; Cytochrome P-450 Substrates; Direct Acting Antivirals; env Gene Products, Human Immunodeficiency Virus; Fusion Protein Inhibitors; Gene Products, env; HIV Antigens; HIV Envelope Protein gp41; HIV Fusion Inhibitors; Human Immunodeficiency Virus 1 Fusion Inhibitor; Human Immunodeficiency Virus Proteins; Membrane Fusion Proteins; Membrane Proteins; Peptide Fragments; Peptides; Polyproteins; Proteins; Retroviridae Proteins; Viral Envelope Proteins; Viral Fusion Protein Inhibitors; Viral Fusion Proteins; Viral Proteins; Viral Structural Proteins"
10615,DB00111,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents; Blood Proteins; Cancer immunotherapy; Globulins; Immunoglobulins; Immunologic Factors; Immunomodulatory Agents; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Interleukin 2 Receptor-directed Antibody Interactions; Interleukin Inhibitors; Interleukin-2 Receptor Antagonist; Interleukin-2 Receptor Blocking Antibody; Proteins; Serum Globulins"
10616,DB00121,"Alimentary Tract and Metabolism; Azoles; Coenzymes; Diet, Food, and Nutrition; Dietary Supplements; Enzymes and Coenzymes; Food; Growth Substances; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Imidazoles; Micronutrients; Physiological Phenomena; Supplements; Vitamin B Complex; Vitamins"
10617,DB00122,Alcohols; Amines; Amino Alcohols; Analgesics; Antimetabolites; Central Nervous System Agents; Dietary Supplements; Ethanolamines; Gastrointestinal Agents; Hypolipidemic Agents; Lipid Regulating Agents; Lipotropic Agents; Nervous System; Nootropic Agents; OCT1 inhibitors; OCT1 substrates; OCT2 Inhibitors; OCT2 Substrates; Onium Compounds; Other Nutritional Agents; Quaternary Ammonium Compounds; Salicylic Acid and Derivatives; Supplements; Trimethyl Ammonium Compounds; Vitamin B Complex; Vitamins
10618,DB00125,"Acids, Acyclic; Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Peptides, and Proteins; Arginine; Blood and Blood Forming Organs; Blood Substitutes and Perfusion Solutions; Carboxylic Acids; Detoxifying Agents for Antineoplastic Treatment; Dietary Supplements; Fatty Acids; Fatty Acids, Volatile; I.V. Solution Additives; Lipids; Pituitary Function; Proteinogenic Amino Acids; Supplements"
10619,DB00137,"Alkenes; Biological Factors; Carotenoids; Cyclohexanes; Cyclohexenes; Cycloparaffins; Dietary Supplements; Hydrocarbons; Hydrocarbons, Acyclic; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic; Pigments, Biological; Polyenes; Supplements; Terpenes; Xanthophylls"
10620,DB00140,"Alimentary Tract and Metabolism; Biological Factors; Coenzymes; Dermatologicals; Enzymes and Coenzymes; Flavins; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Micronutrients; OAT1/SLC22A6 inhibitors; Ophthalmologicals; Photosensitizing Agents; Pigments, Biological; Pteridines; Radiation-Sensitizing Agents; Sensory Organs; Vitamin B Complex; Vitamins"
10621,DB00151,"Amino Acids; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur; Caloric Agents; Cysteine; Dietary Supplements; Nutritional Support; Proteinogenic Amino Acids; Sulfhydryl Compounds; Sulfur Compounds; Supplements"
10622,DB00152,"Alimentary Tract and Metabolism; Azoles; Diet, Food, and Nutrition; Food; Growth Substances; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Micronutrients; OCT1 substrates; OCT2 Inhibitors; Physiological Phenomena; Pyrimidines; Sulfur Compounds; Thiazoles; Vitamin B Complex; Vitamins"
10623,DB00158,"Antianemic Preparations; Autacoids; BCRP/ABCG2 Substrates; Biological Factors; Diagnostic Agents; Diet, Food, and Nutrition; Dietary Supplements; Drugs that are Mainly Renally Excreted; Folic Acid and Derivatives; Food; Growth Substances; Hematinics; Hematologic Agents; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Micronutrients; OAT1/SLC22A6 inhibitors; Pteridines; Pterins; Supplements; Vitamin B Complex; Vitamin B12 and Folic Acid; Vitamins"
10624,DB00159,"Agents causing hyperkalemia; Agents that produce hypertension; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Anti-Inflammatory Agents, Non-Steroidal (Non-Selective); Dietary Fats; Dietary Fats, Unsaturated; Dietary Supplements; Eicosanoids; Fats; Fatty Acids; Fatty Acids, Omega-3; Fatty Acids, Unsaturated; Fish Oils; Hypolipidemic Agents; Lipids; Nephrotoxic agents; Non COX-2 selective NSAIDS; Oils; Supplements"
10625,DB00171,"Adenine Nucleotides; Adenosine Triphosphate; Dietary Supplements; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides; Purine Nucleotides; Purines; Ribonucleotides; Supplements"
10626,DB00177,"Agents Acting on the Renin-Angiotensin System; Agents causing angioedema; Agents causing hyperkalemia; Angiotensin 2 Receptor Blocker; Angiotensin II Antagonists and Calcium Channel Blockers; Angiotensin II Antagonists and Diuretics; Angiotensin II receptor antagonists; Angiotensin II receptor blockers (ARBs) and calcium channel blockers; Angiotensin II receptor blockers (ARBs) and diuretics; Angiotensin II receptor blockers (ARBs), plain; Angiotensin II Type 1 Receptor Blockers; Angiotensin II Type 2 Receptor Blockers; Angiotensin Receptor Antagonists; Antihypertensive Agents; Antihypertensive Agents Indicated for Hypertension; Cardiovascular Agents; Cardiovascular System; Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Heterocyclic Compounds; Hypotensive Agents; OATP1B1/SLCO1B1 Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates"
10627,DB00184,"Agents producing tachycardia; Alkaloids; Autonomic Agents; Cholinergic Agents; Cholinergic Agonists; Cholinergic Nicotinic Agonist; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (strength unknown); Cytochrome P-450 CYP2A6 Substrates; Cytochrome P-450 CYP2B6 Substrates; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2E1 Inducers; Cytochrome P-450 CYP2E1 Inducers (strength unknown); Cytochrome P-450 CYP2E1 Inhibitors; Cytochrome P-450 CYP2E1 Inhibitors (strength unknown); Cytochrome P-450 CYP2E1 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs Used in Addictive Disorders; Drugs Used in Nicotine Dependence; Ganglion Blockers; Ganglionic Stimulants; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Miscellaneous Autonomic Drugs; Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates; Nervous System; Neurotransmitter Agents; Nicotine, antagonists & inhibitors; Nicotinic Agonists; OCT1 inhibitors; OCT2 Inhibitors; Peripheral Nervous System Agents; Pyridines; Smoking Cessation Agents; Solanaceous Alkaloids"
10628,DB00199,"Anti-Acne Preparations; Anti-Acne Preparations for Topical Use; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Antiinfectives for Treatment of Acne; BSEP/ABCB11 Inhibitors; BSEP/ABCB11 Substrates; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (moderate); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inhibitors; Cytochrome P-450 CYP3A5 Inhibitors (moderate); Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Inhibitors; Cytochrome P-450 CYP3A7 Inhibitors (moderate); Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dermatologicals; Enzyme Inhibitors; Erythromycin and similars; Erythromycins; Gastrointestinal Agents; Lactones; Macrocyclic Compounds; Macrolide Antimicrobial; Macrolides; Macrolides, Lincosamides and Streptogramins; Moderate Risk QTc-Prolonging Agents; OATP1B1/SLCO1B1 Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 inhibitors; OATP1B3 substrates; Ophthalmologicals; P-glycoprotein inhibitors; P-glycoprotein substrates; Polycyclic Compounds; Protein Synthesis Inhibitors; QTc Prolonging Agents"
10629,DB00208,"Antiplatelet agents; Blood and Blood Forming Organs; Cardiovascular Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 CYP2B6 Inhibitors; Cytochrome P-450 CYP2B6 Inhibitors (moderate); Cytochrome P-450 CYP2B6 Inhibitors (strong); Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors (moderate); Cytochrome P-450 CYP2C19 Inhibitors (strong); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (weak); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (weak); Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2E1 Inhibitors; Cytochrome P-450 CYP2E1 Inhibitors (weak); Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Decreased Platelet Aggregation; Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Fibrin Modulating Agents; Hematologic Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Metabolic Side Effects of Drugs and Substances; Neurotransmitter Agents; Platelet Aggregation Inhibitors Excl. Heparin; Purinergic Agents; Purinergic Antagonists; Purinergic P2 Receptor Antagonists; Purinergic P2Y Receptor Antagonists; Pyridines; Sulfur Compounds; Thienopyridines; Thiophenes"
10630,DB00210,"Anti-Acne Preparations; Anti-Acne Preparations for Topical Use; Anti-Inflammatory Agents; Dermatologicals; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Misc. Skin and Mucous Membrane Agents; Naphthalenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Retinoids; Retinoids for Topical Use in Acne"
10631,DB00213,"2-Pyridinylmethylsulfinylbenzimidazoles; Acid Reducers; Alimentary Tract and Metabolism; Anti-Ulcer Agents; BCRP/ABCG2 Inhibitors; BCRP/ABCG2 Substrates; Benzimidazoles; Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors (weak); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord); Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Gastric Acid Lowering Agents; Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, Fused-Ring; Medications that reduce magnesium levels; OAT3/SLC22A8 Inhibitors; OATP1B1/SLCO1B1 Inhibitors; P-glycoprotein inhibitors; P-glycoprotein substrates; Proton Pump Inhibitors; Proton-pump Inhibitors; Pyridines; Sulfoxides; Sulfur Compounds"
10632,DB00218,"Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (moderate); Cytochrome P-450 Enzyme Inhibitors; Enzyme Inhibitors; Fluoroquinolone Antibacterial; Fluoroquinolones; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Moderate Risk QTc-Prolonging Agents; Ophthalmologicals; QTc Prolonging Agents; Quinolines; Quinolone Antimicrobial; Quinolones; Sensory Organs; Topoisomerase II Inhibitors; Topoisomerase Inhibitors"
10633,DB00224,"Agents Causing Muscle Toxicity; Anti-HIV Agents; Anti-Infective Agents; Anti-Retroviral Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; BSEP/ABCB11 Substrates; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strong); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inhibitors; Cytochrome P-450 CYP3A5 Inhibitors (weak); Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Inhibitors; Cytochrome P-450 CYP3A7 Inhibitors (weak); Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Direct Acting Antivirals; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; HIV Protease Inhibitors; Hyperglycemia-Associated Agents; OATP1B1/SLCO1B1 Inhibitors; OCT1 inhibitors; Organic Anion Transporting Polypeptide 2B1 Inhibitors; P-glycoprotein inducers; P-glycoprotein inhibitors; P-glycoprotein substrates; Protease Inhibitors; Pyridines; UGT1A1 Inhibitors; Viral Protease Inhibitors"
10634,DB00225,"Acetates; Acids, Acyclic; Amines; Carboxylic Acids; Compounds used in a research, industrial, or household setting; Contrast Media; Coordination Complexes; Diagnostic Uses of Chemicals; Drugs that are Mainly Renally Excreted; Injections, Intravenous; Magnetic Resonance Contrast Activity; Magnetic Resonance Imaging Contrast Media; Miscellaneous Therapeutic Agents; Other Diagnostics; Paramagnetic Contrast Agent; Paramagnetic Contrast Media; Polyamines"
10635,DB00231,"Anti-Anxiety Agents; Benzazepines; Benzodiazepine hypnotics and sedatives; Benzodiazepines and benzodiazepine derivatives; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP2B6 Substrates; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; GABA Agents; GABA Modulators; Heterocyclic Compounds; Heterocyclic Compounds, Fused-Ring; Hypnotics and Sedatives; Muscle Relaxants; Muscle Relaxants, Centrally Acting Agents; Psychotropic Drugs; Tranquilizing Agents"
10636,DB00233,"Acids, Carbocyclic; Agents that modify thyroid function; Aminobenzoates; Aminosalicylic Acid and Derivatives; Aminosalicylic Acids; Anti-Bacterial Agents; Anti-Infective Agents; Antiinfectives for Systemic Use; Antimycobacterials; Benzene Derivatives; Benzoates; Carboxylic Acids; Drugs for Treatment of Tuberculosis; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hydroxy Acids; Hydroxybenzoates; Methemoglobinemia Associated Agents; para-Aminobenzoates; Phenols; Salicylates"
10637,DB00242,"2-Chloroadenosine; Agents Causing Muscle Toxicity; Antimetabolites; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; BCRP/ABCG2 Substrates; Cardiotoxic antineoplastic agents; Deoxyadenosines; Deoxyribonucleosides; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Immunologic Factors; Immunosuppressive Agents; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Purine Analogues; Purine Antimetabolite; Purine Nucleosides; Purines; Ribonucleosides; Selective Immunosuppressants"
10638,DB00244,"Agents causing hyperkalemia; Agents that produce hypertension; Aminosalicylate; Aminosalicylic Acids; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Benzene Derivatives; Hydroxybenzoates; Intestinal Antiinflammatory Agents; Nephrotoxic agents; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates; OATP2B1/SLCO2B1 substrates; Phenols; Salicylates"
10639,DB00248,"Agents that produce hypertension; Alkaloids; Anti-Dyskinesia Agents; Anti-Parkinson Drugs; Antidepressive Agents; Antineoplastic Agents; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dopamine Agents; Dopamine Agonists; Ergolines; Ergot Alkaloids and Derivatives; Ergot-derivative Dopamine Receptor Agonists; Genito Urinary System and Sex Hormones; Heterocyclic Compounds; Heterocyclic Compounds with 4 or More Rings; Heterocyclic Compounds, Fused-Ring; Narrow Therapeutic Index Drugs; Nervous System; Neurotransmitter Agents; P-glycoprotein substrates; P-glycoprotein substrates with a Narrow Therapeutic Index; Prolactine Inhibitors; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Serotonin 5-HT1 Receptor Agonists; Serotonin 5-HT2 Receptor Agonists; Serotonin Agents; Serotonin Modulators; Serotonin Receptor Agonists"
10640,DB00249,"Anti-Infective Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Deoxyribonucleosides; Deoxyuridine; Dermatologicals; Direct Acting Antivirals; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Nucleic Acid Synthesis Inhibitors; Nucleic Acids, Nucleotides, and Nucleosides; Nucleoside Analog Antiviral; Nucleosides; Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors; Ophthalmologicals; Pyrimidine Nucleosides; Pyrimidines; Sensory Organs"
